N,P,K,temperature,humidity,ph,rainfall,label
76.3,37.7,39.2,29.22,41.0,6.86,33.66,sorghum
39.0,60.1,22.0,27.81,59.16,7.3,69.96,blackgram
18.1,168.4,225.5,19.25,82.77,5.88,87.93,grapes
133.5,40.6,21.9,19.32,59.24,6.06,92.48,maize
79.5,33.8,13.5,19.47,87.04,7.78,96.11,cotton
127.8,38.7,35.8,25.49,79.76,6.76,166.86,sugarcane
66.9,32.7,93.2,16.32,87.5,5.71,43.22,potato
13.9,26.7,37.3,21.93,85.88,6.73,79.2,fingermillet
84.0,62.0,50.5,21.95,79.71,6.1,231.79,rice
125.1,32.2,19.0,19.68,61.97,5.1,50.45,maize
61.0,37.0,39.2,24.78,61.85,7.23,39.05,sorghum
26.7,85.1,18.0,26.67,64.47,7.04,50.98,blackgram
73.3,50.6,45.9,30.45,98.4,7.2,46.72,papaya
24.6,15.1,10.5,27.65,92.4,7.02,119.17,orange
64.9,49.8,71.0,24.0,87.24,4.82,155.19,ginger
57.9,36.8,35.5,12.66,52.96,5.63,72.16,garlic
70.2,50.5,36.7,23.03,80.39,7.24,191.45,rice
21.3,123.1,215.3,17.08,93.9,6.24,38.95,apple
54.5,81.5,32.0,23.79,64.95,7.43,56.79,sunflower
32.3,56.5,48.5,36.1,92.06,6.75,141.21,papaya
47.6,30.1,16.5,29.09,72.71,6.35,53.79,fingermillet
80.8,60.2,34.3,25.47,89.62,6.54,230.96,rice
17.7,56.9,25.1,28.0,78.92,6.51,27.28,mungbean
16.7,75.3,20.6,22.0,67.77,7.3,46.13,lentil
13.0,53.6,13.3,21.86,26.87,5.41,96.58,kidneybeans
45.4,40.4,46.5,24.76,81.73,6.87,154.62,rice
19.0,52.6,15.3,24.59,63.2,6.72,34.98,lentil
90.0,15.1,48.7,28.87,89.85,6.67,13.25,muskmelon
68.0,60.6,41.2,25.82,57.79,6.66,61.75,sunflower
102.1,66.1,36.9,9.1,58.5,7.27,55.53,mustard
46.2,56.3,55.7,33.42,88.67,6.91,138.83,papaya
66.1,24.4,54.6,25.4,78.38,6.75,21.46,watermelon
36.8,74.5,60.7,33.46,89.23,7.1,206.92,papaya
24.4,22.2,39.1,22.35,90.77,5.98,118.28,pomegranate
7.1,51.0,22.1,23.55,95.12,6.45,39.18,mungbean
143.4,23.4,20.5,26.25,82.92,6.84,101.79,cotton
98.2,14.1,57.3,32.7,94.21,6.34,35.46,muskmelon
35.9,56.0,20.4,26.5,71.94,6.63,44.73,lentil
17.6,63.7,16.6,23.99,64.76,6.54,36.6,lentil
123.2,65.5,5.0,25.22,84.96,7.83,107.54,cotton
24.8,74.9,17.7,22.1,58.79,6.62,90.42,soybean
41.6,70.7,31.9,32.08,91.75,6.72,135.17,papaya
30.1,65.5,99.0,21.67,15.35,6.92,100.73,chickpea
32.8,18.1,40.6,27.56,94.49,6.18,155.45,coconut
42.8,26.6,50.7,15.65,59.3,7.01,44.96,garlic
44.7,46.0,40.9,20.47,48.19,5.67,55.22,garlic
62.4,30.4,35.4,15.96,44.79,7.53,33.65,barley
70.3,43.7,26.3,26.91,91.7,7.22,112.71,cotton
9.8,65.5,46.1,28.19,78.14,6.11,66.26,banana
121.4,40.6,38.7,16.64,59.27,7.43,54.25,mustard
54.2,54.6,70.4,18.51,64.55,4.88,134.52,potato
38.9,71.3,23.9,31.13,69.11,7.95,23.69,blackgram
133.7,62.3,41.6,24.92,75.37,5.95,128.35,banana
115.9,45.0,60.2,26.18,77.75,5.8,113.26,sugarcane
49.1,36.7,22.6,5.98,43.1,7.86,15.34,barley
26.6,66.4,14.5,23.55,18.43,5.86,116.0,kidneybeans
99.5,61.8,35.1,24.06,83.1,7.55,178.4,jute
60.0,40.3,44.0,24.74,80.11,5.14,132.49,ginger
14.2,64.9,19.1,26.01,88.14,7.89,61.39,mungbean
29.4,21.4,9.4,20.98,89.92,7.49,119.71,orange
34.3,64.4,83.1,20.86,16.57,7.77,89.59,chickpea
76.5,74.9,20.6,22.24,68.79,5.98,55.97,maize
26.5,42.3,18.2,24.8,55.58,6.15,123.51,soybean
38.7,55.8,19.5,25.32,55.92,5.27,60.14,groundnut
67.9,37.8,33.6,16.86,53.37,6.66,63.46,garlic
29.3,49.7,44.6,25.37,87.39,5.04,139.54,ginger
17.4,145.0,215.9,16.11,90.06,6.72,121.0,apple
27.2,57.6,23.6,26.42,72.02,6.99,33.85,lentil
95.4,47.2,27.8,24.9,71.31,6.78,126.81,cotton
19.9,44.3,8.1,34.71,50.51,5.95,22.63,mothbeans
112.0,48.7,49.3,18.78,52.2,7.14,39.47,onion
20.3,20.1,31.7,22.55,96.17,6.25,123.45,pomegranate
25.6,19.4,53.4,18.9,87.74,6.71,123.97,pomegranate
31.0,105.2,25.8,31.0,58.37,6.69,66.25,blackgram
93.4,44.5,54.3,13.53,51.18,6.45,36.3,wheat
68.1,49.4,51.6,23.26,80.21,6.49,193.05,jute
107.1,54.9,20.3,23.95,60.56,6.84,63.73,maize
28.5,144.0,139.9,16.02,96.56,5.97,171.01,apple
16.8,11.2,63.9,21.09,87.89,6.85,128.99,pomegranate
47.4,34.8,45.7,19.1,61.17,5.31,69.44,garlic
34.2,44.1,25.5,24.95,52.64,5.68,85.32,groundnut
20.1,75.4,17.8,31.56,48.7,5.75,139.92,pigeonpeas
18.6,71.5,22.6,33.36,91.07,6.6,54.82,mungbean
26.4,9.4,26.4,27.94,91.33,6.98,58.13,mungbean
18.6,128.7,215.3,23.16,89.26,5.8,52.4,apple
99.5,19.3,57.7,25.8,92.41,6.05,17.08,muskmelon
78.9,42.8,49.3,16.16,83.92,7.21,132.32,jute
108.8,44.6,29.9,25.26,81.16,6.76,123.2,cotton
9.9,58.1,22.9,30.23,58.46,7.26,32.36,mothbeans
92.9,71.8,50.1,23.7,79.51,5.45,101.21,tomato
50.5,25.2,48.9,24.11,73.36,6.93,227.55,jute
25.5,73.5,23.1,25.99,82.65,6.74,31.38,mungbean
72.1,14.8,49.2,27.55,92.9,6.19,33.64,muskmelon
118.5,16.9,53.7,27.15,91.34,6.53,17.53,muskmelon
84.8,32.4,36.5,13.57,43.76,7.36,44.1,barley
25.7,63.4,19.3,27.03,50.8,6.57,222.07,pigeonpeas
123.3,30.2,32.9,18.67,43.13,6.89,59.83,wheat
68.3,20.5,64.7,26.8,85.6,5.47,163.11,ginger
114.4,37.2,30.1,19.5,48.96,6.77,47.09,wheat
89.2,44.5,26.5,14.51,68.62,6.65,40.53,mustard
76.1,58.1,20.0,27.06,85.01,6.6,114.71,cotton
25.4,72.2,27.7,20.34,67.98,6.78,49.62,lentil
110.5,14.6,45.0,23.72,82.33,7.24,60.8,watermelon
23.5,13.4,13.0,20.97,94.18,6.65,142.26,orange
87.4,64.4,29.8,13.58,59.12,6.49,33.04,mustard
120.7,60.2,63.7,25.27,70.67,5.8,47.5,tomato
92.2,67.6,68.9,23.17,68.05,6.58,43.93,tomato
88.4,21.0,58.9,22.96,81.85,6.71,15.86,watermelon
25.2,75.0,14.6,23.16,63.3,7.26,55.14,lentil
103.5,36.3,48.3,22.47,77.72,6.28,124.53,sugarcane
62.1,21.2,27.3,26.1,56.22,6.8,25.86,sorghum
26.6,34.5,22.5,29.3,56.16,5.87,55.59,groundnut
23.5,25.5,34.3,25.81,99.31,6.5,152.32,coconut
61.9,30.3,23.5,15.13,53.23,6.32,61.61,garlic
83.5,14.6,57.6,23.35,84.81,6.47,56.85,watermelon
110.3,22.1,56.8,32.77,95.53,5.96,23.84,muskmelon
88.6,62.9,34.5,19.0,52.26,7.45,38.38,mustard
44.8,69.8,72.9,21.09,16.07,7.77,85.41,chickpea
68.6,47.1,48.6,26.53,77.33,6.14,185.6,jute
94.2,20.2,65.0,29.84,91.24,6.44,10.0,muskmelon
9.8,52.7,18.1,23.02,32.29,6.08,90.84,kidneybeans
71.2,60.7,44.1,15.46,43.62,5.95,35.58,mustard
30.8,54.5,20.1,33.7,61.13,7.82,43.5,mothbeans
52.1,78.9,29.1,24.91,45.2,6.41,71.31,sunflower
23.1,77.9,18.2,24.29,18.25,5.71,96.22,kidneybeans
14.6,17.8,15.5,20.3,92.16,7.36,120.96,orange
61.9,38.2,30.3,12.81,48.7,7.77,38.87,barley
85.3,28.3,43.8,12.77,57.15,6.63,46.63,mustard
8.1,60.8,29.1,29.3,81.71,6.47,54.04,mungbean
91.8,34.9,35.7,24.92,80.52,6.1,185.16,jute
129.4,94.0,40.1,23.84,74.01,4.78,136.05,banana
49.6,66.4,63.1,22.55,51.43,7.01,75.93,sunflower
19.2,48.6,18.5,27.22,54.16,7.71,47.92,mothbeans
36.4,44.2,24.8,27.51,60.64,5.84,40.86,groundnut
13.1,117.6,178.5,23.32,87.69,5.66,94.48,grapes
22.7,20.9,8.5,21.21,90.44,6.77,126.75,orange
37.6,48.2,26.7,18.75,58.49,5.94,36.87,garlic
30.7,58.2,21.8,27.34,48.41,4.88,219.43,pigeonpeas
98.5,31.4,36.5,24.63,83.11,7.13,289.06,rice
18.7,141.3,163.6,23.43,97.29,5.43,108.91,apple
24.4,16.3,10.7,20.57,89.85,7.63,86.12,orange
74.0,72.6,31.7,29.53,69.87,5.47,90.09,tomato
28.1,47.7,17.4,34.36,62.63,6.34,51.83,mothbeans
17.2,12.7,36.7,26.29,92.94,6.27,111.01,coconut
48.2,107.0,53.6,27.24,58.13,5.92,71.84,sunflower
81.2,57.8,21.9,25.27,67.53,6.3,27.02,maize
78.3,85.5,55.8,26.99,76.69,5.45,105.09,banana
67.5,59.9,46.8,13.08,36.53,7.12,44.95,wheat
26.3,33.2,46.6,14.07,57.46,5.78,45.06,garlic
47.2,62.5,11.1,29.03,56.01,6.54,88.14,blackgram
14.5,51.9,29.4,23.68,76.94,6.35,69.64,groundnut
67.2,83.1,60.3,26.39,63.19,6.66,54.06,sunflower
59.6,38.8,28.0,24.86,77.81,5.38,128.97,fingermillet
66.4,43.9,36.0,19.23,68.65,5.99,42.26,garlic
99.4,68.7,41.2,20.7,73.48,6.24,46.31,tomato
0.0,42.4,20.6,33.92,63.76,7.31,64.66,mothbeans
75.6,54.7,38.1,15.09,65.4,7.53,39.44,mustard
21.0,15.9,42.6,26.49,38.69,6.27,101.16,mango
168.5,63.1,9.8,22.76,82.77,7.28,36.39,cotton
19.6,58.9,18.6,31.56,48.98,7.22,49.26,mothbeans
59.7,29.7,38.8,19.35,48.33,6.93,75.74,barley
68.5,34.7,28.3,15.07,61.18,7.37,44.79,garlic
112.2,57.1,20.1,24.57,86.87,6.73,122.38,cotton
72.6,39.1,40.0,31.57,48.1,7.26,73.1,sorghum
71.1,49.2,29.9,22.18,52.98,5.6,59.75,maize
58.0,66.3,51.0,14.12,57.63,6.42,14.45,garlic
63.3,77.3,65.3,23.14,82.31,5.1,50.35,tomato
52.0,45.9,89.3,14.29,19.28,6.37,101.38,chickpea
114.1,33.4,37.0,15.53,45.36,6.54,57.56,mustard
74.7,68.0,55.7,24.17,78.95,6.85,79.85,banana
14.1,15.3,10.2,18.38,90.62,7.54,93.16,orange
84.6,28.6,46.3,21.81,79.62,6.8,219.19,rice
19.1,19.5,44.7,16.87,90.1,8.01,82.8,pomegranate
27.0,28.8,35.3,11.02,37.23,6.93,28.85,barley
79.9,89.2,51.5,24.36,83.25,7.21,64.09,tomato
115.9,39.7,34.4,13.07,50.25,6.01,24.17,wheat
15.6,11.0,53.4,23.83,85.96,6.92,152.72,pomegranate
113.2,42.3,21.0,12.37,35.77,7.34,44.88,barley
61.4,43.2,38.8,28.01,84.08,5.62,118.17,ginger
99.9,40.6,27.7,13.14,41.14,7.34,63.7,barley
18.1,45.3,17.1,24.67,54.95,4.82,89.75,soybean
92.5,50.3,50.8,26.41,79.29,6.3,132.72,sugarcane
32.8,8.3,20.4,24.82,96.78,6.04,146.8,coconut
15.7,73.3,17.0,18.57,19.48,5.58,126.47,kidneybeans
11.3,24.4,24.4,29.74,46.16,6.3,39.15,mango
142.3,33.1,33.8,18.06,64.84,6.39,80.04,wheat
31.9,72.3,62.2,16.31,14.92,7.14,89.53,chickpea
21.1,16.3,7.6,23.14,90.56,7.69,104.06,orange
25.4,65.6,10.4,29.28,44.75,6.17,219.89,pigeonpeas
25.6,126.4,200.1,18.15,92.18,5.43,118.51,apple
9.6,7.5,43.8,19.29,94.21,6.43,149.12,pomegranate
84.4,18.4,29.0,28.54,45.41,6.5,61.29,sorghum
99.5,58.0,11.7,22.91,74.4,7.18,113.72,cotton
13.0,17.0,8.4,22.0,91.22,6.97,39.66,orange
56.3,78.2,77.9,13.81,79.1,4.99,73.32,potato
12.1,156.3,207.4,25.81,93.54,5.65,94.4,apple
98.4,55.0,25.8,20.6,86.04,6.13,306.62,rice
31.6,21.9,6.5,21.9,89.1,6.83,104.29,orange
30.7,74.4,15.4,21.32,25.03,4.74,93.65,kidneybeans
48.1,59.3,18.5,29.66,70.78,7.07,52.76,blackgram
66.5,30.9,47.3,23.17,86.71,7.17,117.19,jute
84.3,76.8,19.4,25.24,82.46,6.04,26.9,maize
46.3,68.3,21.3,27.06,64.09,7.01,44.89,blackgram
19.1,15.0,8.4,20.05,90.88,7.42,142.32,orange
105.5,22.0,43.7,26.23,85.43,6.71,17.84,watermelon
28.7,11.1,3.9,24.41,88.75,6.34,99.5,orange
75.1,44.1,95.2,10.35,81.39,5.11,83.8,potato
17.5,66.0,20.1,29.43,43.68,6.89,16.26,mothbeans
93.2,48.8,66.2,13.87,66.11,5.45,73.26,potato
82.7,70.2,52.3,27.12,80.47,5.57,165.45,banana
28.3,110.1,250.0,18.53,90.88,6.05,59.77,apple
46.4,81.6,12.7,30.39,60.17,7.19,63.85,blackgram
76.1,16.8,62.0,25.76,88.51,5.4,137.79,banana
75.0,66.3,63.2,14.16,66.59,5.82,74.48,potato
17.0,159.1,195.5,21.66,82.62,6.01,98.92,grapes
118.7,55.9,16.6,17.85,57.62,5.96,57.65,maize
57.2,57.9,28.7,15.35,50.09,6.67,36.93,mustard
59.7,36.9,36.6,24.12,76.23,5.24,58.21,ginger
79.1,54.1,38.1,14.39,46.16,8.04,74.8,wheat
50.9,70.1,52.8,36.25,89.98,6.58,84.19,papaya
63.3,52.6,39.4,9.41,63.86,5.89,38.42,garlic
23.1,15.1,35.6,19.26,87.77,6.58,116.42,pomegranate
50.4,24.9,35.1,24.19,65.72,5.26,95.91,fingermillet
106.0,46.3,13.4,23.27,89.77,7.56,91.31,cotton
37.1,39.0,31.6,25.15,68.3,6.28,63.35,fingermillet
125.8,34.8,15.5,21.73,72.64,7.1,126.87,cotton
55.2,21.5,41.5,19.4,69.69,6.53,55.49,garlic
8.0,52.7,23.2,35.5,64.51,7.11,54.65,mothbeans
60.5,36.1,49.7,18.04,55.12,6.5,64.42,wheat
27.4,22.9,27.0,30.63,54.8,6.55,71.53,mango
30.5,60.8,13.0,24.3,63.04,7.21,50.86,lentil
33.4,169.3,194.8,27.53,83.89,5.07,39.75,grapes
110.1,21.7,42.9,29.3,92.82,6.73,12.45,muskmelon
92.2,41.9,36.1,13.54,45.79,7.52,40.23,barley
59.7,45.5,46.4,25.96,84.07,6.76,206.05,rice
41.7,47.0,45.3,31.83,87.8,6.33,115.89,papaya
91.5,85.5,70.5,21.97,78.4,5.78,81.99,tomato
11.0,52.1,17.4,27.09,80.21,7.05,39.28,mungbean
27.4,20.8,11.6,26.65,84.68,6.52,32.59,mungbean
52.6,74.3,13.1,25.97,63.1,7.65,89.49,blackgram
18.5,137.7,177.1,20.12,87.14,6.3,73.67,apple
7.3,41.1,29.7,30.86,41.81,5.96,118.2,mango
69.0,37.8,30.0,10.13,31.52,6.45,61.35,barley
100.4,21.9,33.6,26.86,84.26,6.04,56.77,watermelon
63.6,46.8,66.3,25.32,63.45,6.53,55.21,onion
89.7,35.4,37.2,10.05,32.93,7.37,45.81,barley
24.9,23.5,26.1,30.24,37.33,5.54,121.09,mango
112.5,15.3,38.3,32.77,86.52,7.39,27.35,muskmelon
44.9,53.5,52.0,33.69,91.43,5.81,193.56,papaya
67.2,37.0,39.9,16.19,65.66,6.53,40.74,garlic
90.8,43.3,62.1,26.94,57.25,5.61,47.6,onion
27.5,138.2,189.6,19.03,92.41,6.04,83.6,apple
41.9,82.4,80.3,19.71,14.35,6.77,106.31,chickpea
38.5,63.3,46.1,32.13,90.79,6.17,183.35,papaya
76.0,45.1,45.6,8.57,52.38,6.69,72.92,mustard
94.5,15.0,38.5,27.83,92.83,6.81,19.63,muskmelon
50.1,58.9,19.2,31.86,62.97,6.79,55.85,blackgram
4.0,62.1,29.4,23.52,69.1,6.38,61.87,soybean
75.5,88.1,29.0,23.2,60.5,6.84,25.79,sunflower
95.2,74.2,18.5,24.49,68.08,6.26,69.14,maize
91.0,39.9,60.3,24.86,65.82,6.17,101.78,tomato
82.7,46.5,103.8,16.16,72.93,4.65,98.26,potato
82.9,51.3,39.3,18.31,64.34,6.46,38.4,onion
19.3,30.2,49.8,20.12,91.22,7.27,92.56,pomegranate
181.1,39.4,20.9,24.16,85.69,6.73,40.74,cotton
131.1,9.4,46.2,31.78,96.76,5.86,38.73,muskmelon
24.1,140.0,227.7,26.82,84.65,5.73,86.74,grapes
22.1,10.2,24.4,22.06,95.22,5.6,107.34,coconut
83.7,67.1,25.0,22.41,78.76,6.58,29.37,cotton
85.3,20.8,21.6,31.36,50.11,6.2,70.63,sorghum
69.5,56.4,41.0,23.05,60.09,7.54,36.96,onion
56.1,22.3,29.8,23.32,86.01,6.15,79.35,fingermillet
17.3,65.0,23.6,22.52,66.27,6.46,75.0,soybean
89.8,52.5,61.4,23.71,48.63,6.7,46.03,onion
130.5,25.7,30.7,28.04,77.7,6.69,131.92,sugarcane
16.7,152.6,250.0,21.7,80.41,5.89,69.25,grapes
12.1,13.3,23.5,27.06,98.49,6.74,165.78,coconut
109.1,19.3,48.4,29.31,88.09,6.02,11.94,muskmelon
75.2,70.6,29.6,23.93,83.51,6.02,291.76,rice
107.3,52.1,17.4,19.57,73.32,5.74,73.58,maize
38.3,69.9,18.1,30.48,40.62,4.71,218.96,pigeonpeas
16.5,78.4,23.9,20.21,18.68,5.63,129.3,kidneybeans
22.7,7.5,0.8,20.57,95.02,6.82,149.92,orange
13.2,155.9,168.8,18.95,91.5,5.95,44.38,apple
77.6,69.7,50.6,23.73,63.66,6.48,60.77,onion
63.8,32.1,38.2,11.99,45.74,7.52,27.76,barley
174.8,44.1,22.6,24.26,78.43,6.73,84.14,cotton
69.3,31.3,68.6,25.46,49.04,7.05,32.07,onion
75.0,55.4,33.1,22.29,82.91,6.4,340.22,rice
41.0,81.2,67.1,15.67,15.64,6.82,67.73,chickpea
33.9,52.0,39.6,32.05,91.09,6.54,82.72,papaya
106.7,54.2,45.2,26.89,67.42,7.07,163.96,sugarcane
58.8,50.6,49.9,24.42,86.71,5.14,215.68,rice
120.6,15.5,57.6,32.5,96.66,5.98,10.04,muskmelon
32.5,36.0,36.3,25.98,86.0,6.56,152.36,rice
66.8,17.2,53.3,33.29,91.53,7.24,10.0,muskmelon
102.4,14.2,51.2,25.51,91.8,6.87,17.96,muskmelon
29.0,101.8,21.1,24.34,65.38,7.99,43.6,lentil
19.8,130.1,171.4,23.41,82.52,6.28,63.18,grapes
32.2,29.2,19.1,27.51,67.1,5.05,87.47,groundnut
29.2,49.3,28.5,29.32,64.66,6.49,85.44,groundnut
17.5,61.0,20.9,19.11,49.06,6.19,233.33,pigeonpeas
25.8,21.8,23.3,25.36,67.87,5.43,62.56,mango
89.3,38.0,36.4,33.52,45.82,6.71,69.76,sorghum
106.7,100.0,25.6,27.0,68.64,6.33,90.28,banana
66.1,76.9,29.7,29.88,83.0,6.43,146.46,banana
82.7,75.2,55.8,13.2,48.88,6.34,40.73,mustard
27.8,75.6,9.3,21.09,68.4,7.5,11.23,lentil
70.7,45.7,39.7,16.97,71.69,6.09,54.83,garlic
40.6,33.1,30.3,29.1,53.77,6.25,40.82,sorghum
124.6,82.7,53.8,13.81,49.84,7.55,69.69,mustard
55.0,81.6,37.9,31.84,94.12,6.9,135.32,papaya
76.3,44.5,40.6,13.51,55.17,6.54,65.93,wheat
89.5,43.0,47.9,24.45,77.33,5.76,218.11,rice
36.0,70.5,12.4,28.77,66.54,7.4,75.49,blackgram
13.0,84.3,15.4,20.52,65.0,6.72,102.57,soybean
121.4,38.2,43.7,17.49,51.39,6.57,62.82,wheat
96.7,61.0,68.3,24.81,83.94,5.49,81.14,tomato
76.0,41.3,48.7,18.83,55.14,6.62,60.44,onion
10.7,18.7,46.9,21.67,90.91,6.62,90.16,pomegranate
33.5,45.3,27.8,30.43,38.55,7.9,58.08,mothbeans
49.3,48.2,26.4,12.85,64.58,6.14,76.43,wheat
186.9,88.6,54.6,28.39,79.45,5.72,161.13,banana
28.9,75.4,16.4,22.95,61.16,5.79,147.4,pigeonpeas
82.2,42.7,78.8,12.47,63.25,5.81,85.43,potato
29.3,73.6,24.6,29.79,50.07,4.92,110.3,pigeonpeas
30.5,133.3,210.7,18.62,94.31,5.66,192.23,apple
66.1,58.6,56.1,15.49,53.56,6.67,27.93,onion
19.1,61.2,25.2,26.81,50.11,5.69,127.03,pigeonpeas
29.6,89.3,16.2,30.04,66.75,6.5,75.13,blackgram
25.7,5.6,35.3,29.66,97.05,5.8,76.62,coconut
79.4,67.3,63.8,26.71,77.31,5.86,85.37,tomato
56.1,17.4,39.4,28.78,48.59,6.98,66.61,sorghum
118.4,50.3,41.2,24.56,77.04,6.46,125.28,sugarcane
9.2,52.9,18.6,27.34,83.88,6.16,70.16,mungbean
77.5,26.9,53.8,30.66,95.3,6.4,15.38,muskmelon
16.4,66.2,22.8,35.26,63.88,5.52,168.11,pigeonpeas
20.7,40.0,20.2,28.12,84.8,6.82,53.26,mungbean
46.0,82.6,23.5,28.85,69.06,6.16,44.87,blackgram
134.4,26.8,46.6,32.76,74.86,6.5,115.41,sugarcane
65.9,45.5,30.7,29.69,53.19,5.94,57.07,sorghum
29.0,13.2,43.8,18.63,87.78,6.71,115.71,pomegranate
93.2,23.9,37.3,29.75,93.05,6.97,18.92,muskmelon
93.4,34.4,28.1,25.79,82.56,7.25,200.06,jute
73.0,14.9,49.3,30.49,92.56,6.73,24.96,muskmelon
14.2,49.8,22.8,29.29,57.35,7.33,19.51,mothbeans
123.0,54.7,31.3,24.05,88.19,6.61,112.64,sugarcane
12.6,58.8,25.4,23.81,63.35,6.81,41.36,soybean
55.1,21.7,51.6,24.5,57.33,6.65,71.89,onion
148.7,48.5,43.2,27.87,71.17,6.35,142.96,sugarcane
17.0,9.7,42.6,29.89,94.5,6.2,119.33,coconut
73.7,77.4,78.4,17.13,73.33,4.67,47.09,potato
95.3,53.0,57.9,24.45,87.33,5.67,88.38,jute
65.8,39.0,27.1,16.34,39.72,8.12,38.24,barley
61.7,51.4,30.3,34.94,92.89,6.82,135.21,papaya
37.9,26.4,27.4,25.69,58.26,6.9,94.04,fingermillet
24.1,67.4,27.6,26.39,65.35,6.89,107.06,soybean
61.6,41.6,57.7,26.52,89.11,6.85,78.22,tomato
21.8,34.8,24.7,26.26,63.34,6.03,49.72,groundnut
25.3,13.5,7.7,23.56,88.93,6.85,89.68,orange
69.7,73.4,58.5,15.68,80.03,5.91,83.39,potato
32.2,116.4,238.0,24.05,85.55,5.92,88.75,grapes
48.2,73.3,93.8,16.98,14.04,7.45,66.56,chickpea
57.7,41.4,57.2,31.83,93.03,5.83,182.42,papaya
76.1,90.0,36.6,26.83,55.04,6.21,36.87,sunflower
50.6,70.4,31.5,22.13,63.84,7.33,51.18,sunflower
66.1,18.2,37.0,26.09,47.79,5.98,46.2,sorghum
80.7,41.0,21.3,23.67,64.43,6.62,79.13,maize
14.5,88.1,35.2,32.5,68.92,6.37,84.77,soybean
104.6,28.0,56.0,25.52,83.96,6.4,64.59,watermelon
23.5,74.2,25.1,20.82,22.52,5.48,104.76,kidneybeans
20.8,68.2,29.0,23.91,76.58,6.47,73.78,soybean
115.1,49.5,52.6,28.01,81.5,6.74,132.31,sugarcane
80.1,59.2,82.4,27.78,71.32,5.57,111.62,tomato
133.2,38.8,49.8,20.48,51.08,6.97,69.73,wheat
18.8,74.8,22.9,20.43,68.52,6.78,35.76,lentil
104.7,62.4,13.8,21.05,63.47,7.04,68.45,maize
37.0,134.7,185.8,20.1,94.11,6.14,109.8,apple
55.4,25.9,37.5,28.17,81.12,7.01,135.52,sugarcane
63.8,43.4,40.7,27.91,82.7,5.41,207.96,ginger
27.2,65.5,30.9,25.07,71.79,7.2,66.08,soybean
52.6,18.1,57.4,26.77,81.35,6.66,65.09,watermelon
30.6,47.9,26.4,24.51,24.42,5.24,130.53,kidneybeans
47.4,30.0,29.3,12.81,44.23,7.83,34.87,barley
96.1,48.6,60.9,21.65,52.65,6.27,86.8,wheat
21.4,17.4,39.9,28.93,97.66,6.68,113.57,coconut
40.2,63.8,14.3,28.88,52.38,7.47,65.38,blackgram
16.7,36.3,32.2,33.28,86.5,6.84,42.0,mungbean
65.0,45.4,38.4,12.83,44.54,7.0,40.07,barley
100.8,58.4,25.2,25.53,83.68,6.68,89.96,cotton
105.5,33.8,39.4,27.93,86.04,6.54,142.98,sugarcane
17.7,6.7,32.4,30.72,92.61,5.32,143.6,coconut
23.9,130.7,155.5,30.86,82.8,5.62,38.54,grapes
89.5,31.4,31.0,31.66,51.6,6.68,55.69,sorghum
67.2,96.0,47.6,24.08,41.74,6.31,69.68,sunflower
34.2,32.4,30.7,20.15,70.38,6.93,103.74,fingermillet
3.9,42.8,20.9,26.57,82.9,6.56,33.84,mungbean
49.9,42.5,37.9,14.6,62.34,5.48,29.86,garlic
42.9,54.8,52.0,31.29,93.1,7.21,155.21,papaya
90.9,49.4,94.4,13.81,75.28,6.2,90.95,potato
13.6,94.8,26.5,26.03,69.86,7.01,78.82,soybean
17.9,139.4,204.8,20.31,91.77,6.41,146.48,apple
19.3,41.8,24.6,24.18,56.49,5.92,63.81,soybean
95.4,52.7,82.0,20.56,66.15,5.31,56.67,potato
9.3,22.2,33.5,29.72,51.34,6.84,66.31,mango
17.6,58.2,20.4,25.25,71.51,6.41,124.02,soybean
46.1,37.5,28.5,23.79,71.43,6.6,122.98,fingermillet
20.6,72.7,12.7,29.19,66.9,6.27,213.51,pigeonpeas
13.2,107.6,227.2,24.31,97.06,6.63,163.49,apple
39.5,73.0,23.6,31.92,75.47,6.89,53.34,blackgram
64.9,16.9,53.6,21.91,87.95,6.92,55.28,watermelon
87.4,36.8,40.4,17.34,42.05,6.02,19.83,wheat
77.2,72.3,21.9,24.13,63.0,7.19,56.93,sunflower
105.7,21.5,45.1,23.47,79.7,6.71,70.61,watermelon
27.8,48.6,19.3,23.93,79.47,6.92,58.45,mungbean
71.1,74.9,63.0,19.28,54.28,6.71,55.53,onion
98.9,53.9,41.9,27.6,83.3,6.89,158.65,sugarcane
103.2,37.9,43.4,16.97,47.96,6.02,65.94,wheat
61.5,78.5,41.9,21.29,59.09,6.53,83.83,sunflower
33.6,68.9,20.8,29.77,73.82,7.19,66.03,blackgram
26.6,136.7,208.0,24.38,81.4,5.22,83.15,grapes
32.1,66.9,63.6,27.9,87.76,6.13,110.65,banana
6.4,73.5,21.1,23.22,56.3,7.03,43.6,lentil
21.4,48.0,13.8,24.51,83.48,7.26,68.45,mungbean
44.1,44.7,24.6,22.11,67.99,6.43,73.29,maize
88.5,43.6,16.8,21.55,62.96,7.23,75.51,maize
13.4,65.9,30.0,28.85,64.75,5.86,52.81,groundnut
132.2,19.0,17.1,24.86,80.93,7.0,102.86,cotton
115.7,29.5,33.0,27.18,80.54,6.59,130.86,sugarcane
56.4,69.5,93.0,18.14,20.88,7.88,108.04,chickpea
85.1,28.6,40.6,29.14,80.56,6.19,153.2,sugarcane
