Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
27.01,Clayey,Maize,11,0,15,DAP
36.3,Clayey,Sugarcane,26,0,27,20-20
23.95,Clayey,Sugarcane,10,14,31,20-20
37.44,Black,Oil seeds,12,0,35,14-35-14
55.59,Black,Barley,6,11,35,20-20
68.17,Red,Tobacco,13,7,19,Urea
52.55,Black,Oil seeds,11,12,28,Urea
24.81,Red,Paddy,5,4,33,20-20
53.87,Red,Tobacco,35,3,0,Urea
48.0,Black,Sugarcane,21,0,22,Urea
39.92,Black,Pulses,11,0,18,28-28
41.14,Clayey,Tobacco,13,4,39,28-28
62.88,Clayey,Millets,41,4,0,17-17-17
21.02,Clayey,Cotton,14,0,16,17-17-17
44.59,Red,Paddy,7,22,21,20-20
65.54,Black,Millets,37,0,3,14-35-14
46.37,Red,Oil seeds,11,14,16,14-35-14
52.12,Clayey,Cotton,3,13,11,10-26-26
59.52,Red,Millets,6,12,33,14-35-14
65.84,Clayey,Oil seeds,37,4,0,28-28
55.49,Loamy,Millets,9,0,36,DAP
30.0,Loamy,Cotton,37,0,0,14-35-14
46.86,Red,Maize,11,4,36,DAP
35.7,Loamy,Paddy,25,0,18,14-35-14
28.75,Clayey,Barley,12,0,40,DAP
56.98,Clayey,Millets,9,15,10,17-17-17
39.43,Red,Paddy,11,0,6,20-20
53.45,Loamy,Maize,24,0,17,14-35-14
21.09,Red,Paddy,14,4,44,20-20
63.48,Clayey,Oil seeds,9,3,35,Urea
45.55,Sandy,Ground Nuts,19,0,17,Urea
20.16,Clayey,Cotton,4,5,29,Urea
31.69,Red,Tobacco,17,2,14,10-26-26
32.0,Black,Ground Nuts,8,3,39,Urea
33.52,Sandy,Wheat,9,18,11,10-26-26
44.68,Red,Wheat,40,3,1,Urea
42.9,Clayey,Paddy,9,9,25,Urea
38.99,Sandy,Wheat,43,0,4,14-35-14
59.22,Clayey,Wheat,41,2,1,20-20
31.06,Sandy,Maize,17,4,19,DAP
41.6,Black,Pulses,11,3,6,Urea
21.78,Black,Cotton,36,0,0,28-28
68.52,Clayey,Wheat,8,3,9,14-35-14
47.49,Black,Barley,0,12,30,DAP
24.55,Sandy,Sugarcane,14,0,34,17-17-17
41.28,Black,Barley,10,22,18,17-17-17
46.48,Loamy,Oil seeds,22,1,21,20-20
65.23,Sandy,Pulses,38,2,0,28-28
30.58,Red,Cotton,33,0,1,28-28
23.3,Black,Millets,7,3,37,17-17-17
44.38,Clayey,Barley,1,6,29,28-28
20.0,Black,Paddy,8,6,27,10-26-26
50.07,Sandy,Paddy,6,0,12,17-17-17
31.24,Loamy,Ground Nuts,12,0,42,20-20
22.89,Sandy,Tobacco,3,12,17,28-28
57.89,Sandy,Maize,16,0,30,10-26-26
70.0,Red,Sugarcane,17,0,32,10-26-26
38.39,Clayey,Maize,8,3,33,Urea
55.92,Red,Millets,5,15,12,20-20
48.93,Red,Tobacco,17,0,20,DAP
37.08,Black,Paddy,42,3,0,Urea
45.25,Clayey,Ground Nuts,10,0,38,10-26-26
54.05,Red,Maize,14,0,38,Urea
49.72,Black,Ground Nuts,9,0,31,10-26-26
33.96,Red,Ground Nuts,15,21,16,17-17-17
26.57,Clayey,Oil seeds,19,0,24,20-20
45.64,Sandy,Oil seeds,19,0,20,Urea
45.94,Black,Millets,39,4,4,20-20
22.68,Loamy,Maize,44,1,0,28-28
55.77,Black,Oil seeds,6,11,25,28-28
44.28,Black,Tobacco,34,3,4,Urea
41.74,Sandy,Wheat,27,0,21,DAP
42.47,Clayey,Millets,44,0,2,20-20
20.0,Clayey,Wheat,4,7,28,20-20
37.23,Clayey,Cotton,38,0,0,20-20
53.75,Loamy,Ground Nuts,27,1,15,17-17-17
56.61,Sandy,Maize,9,13,29,17-17-17
37.93,Loamy,Oil seeds,22,2,21,28-28
45.08,Red,Cotton,12,2,39,20-20
52.42,Clayey,Sugarcane,12,0,12,28-28
66.54,Black,Tobacco,5,0,11,Urea
28.76,Loamy,Sugarcane,15,0,39,14-35-14
36.69,Black,Barley,6,18,21,Urea
39.84,Sandy,Barley,18,0,21,14-35-14
39.51,Clayey,Wheat,35,0,0,Urea
46.95,Black,Cotton,18,0,17,10-26-26
32.41,Clayey,Oil seeds,17,0,23,17-17-17
33.63,Clayey,Wheat,18,0,18,28-28
62.57,Loamy,Sugarcane,10,8,26,17-17-17
36.28,Clayey,Paddy,7,0,18,17-17-17
58.77,Clayey,Oil seeds,38,4,0,DAP
40.75,Loamy,Ground Nuts,24,3,27,17-17-17
34.47,Black,Ground Nuts,7,9,16,28-28
28.29,Loamy,Sugarcane,10,0,44,Urea
20.0,Black,Sugarcane,0,21,19,17-17-17
50.05,Loamy,Pulses,9,13,18,10-26-26
38.85,Sandy,Tobacco,9,11,14,DAP
49.08,Sandy,Ground Nuts,7,2,39,10-26-26
32.04,Clayey,Cotton,39,3,0,14-35-14
33.74,Clayey,Maize,26,0,25,14-35-14
40.56,Clayey,Barley,8,0,39,10-26-26
32.29,Sandy,Pulses,19,3,21,14-35-14
56.14,Red,Ground Nuts,10,10,32,Urea
31.93,Red,Paddy,31,4,0,17-17-17
50.59,Black,Oil seeds,44,0,0,10-26-26
63.64,Sandy,Barley,18,2,33,DAP
20.0,Sandy,Cotton,12,0,39,Urea
40.73,Sandy,Oil seeds,24,0,19,20-20
29.97,Sandy,Millets,14,0,40,Urea
37.51,Red,Maize,23,0,19,20-20
42.24,Loamy,Barley,9,0,32,17-17-17
32.53,Sandy,Paddy,11,0,42,17-17-17
25.06,Black,Oil seeds,10,3,40,Urea
34.46,Sandy,Pulses,15,0,36,Urea
48.57,Sandy,Paddy,13,0,14,Urea
49.89,Clayey,Maize,34,0,0,DAP
42.6,Black,Sugarcane,9,0,7,17-17-17
25.26,Clayey,Barley,18,1,15,20-20
46.49,Sandy,Tobacco,4,4,29,Urea
39.85,Loamy,Ground Nuts,12,4,5,Urea
33.45,Sandy,Oil seeds,9,15,16,DAP
41.75,Black,Ground Nuts,11,1,9,10-26-26
25.91,Red,Wheat,21,0,18,20-20
37.93,Loamy,Wheat,36,0,3,28-28
44.38,Sandy,Sugarcane,43,3,1,28-28
38.52,Sandy,Ground Nuts,23,4,15,14-35-14
26.9,Black,Wheat,33,0,1,10-26-26
37.84,Sandy,Wheat,38,1,0,10-26-26
65.6,Black,Cotton,35,0,4,14-35-14
68.4,Sandy,Tobacco,28,4,22,20-20
28.71,Red,Maize,39,1,4,17-17-17
40.48,Loamy,Wheat,35,0,3,17-17-17
64.49,Black,Maize,10,16,18,10-26-26
31.49,Black,Cotton,25,4,19,28-28
65.56,Black,Paddy,38,0,0,17-17-17
41.9,Red,Wheat,7,4,9,14-35-14
36.24,Loamy,Ground Nuts,14,4,18,20-20
26.28,Black,Cotton,11,7,32,10-26-26
33.49,Black,Oil seeds,17,0,23,20-20
52.74,Red,Barley,19,1,25,DAP
30.07,Black,Paddy,15,14,10,Urea
37.05,Black,Tobacco,8,10,17,20-20
47.96,Clayey,Millets,38,0,3,28-28
60.96,Loamy,Maize,14,0,34,Urea
39.07,Clayey,Cotton,18,0,17,DAP
64.91,Red,Ground Nuts,9,2,36,28-28
61.36,Black,Pulses,16,0,39,DAP
24.59,Sandy,Wheat,12,2,43,10-26-26
56.99,Red,Cotton,14,0,14,20-20
46.69,Sandy,Pulses,36,0,0,14-35-14
27.66,Loamy,Pulses,11,0,35,20-20
35.35,Loamy,Paddy,2,23,17,DAP
41.33,Loamy,Maize,9,3,42,28-28
33.57,Clayey,Wheat,20,0,17,Urea
46.92,Loamy,Barley,25,0,18,20-20
70.0,Red,Millets,10,0,38,10-26-26
55.35,Clayey,Oil seeds,15,1,7,28-28
35.29,Clayey,Pulses,33,0,0,Urea
54.83,Loamy,Sugarcane,8,8,25,DAP
59.36,Sandy,Tobacco,11,0,37,17-17-17
26.63,Loamy,Wheat,38,0,0,10-26-26
53.87,Clayey,Paddy,12,12,7,14-35-14
38.05,Loamy,Maize,25,0,15,DAP
25.91,Loamy,Tobacco,9,1,11,20-20
46.72,Red,Tobacco,7,11,15,Urea
31.39,Black,Sugarcane,36,0,3,17-17-17
67.0,Loamy,Maize,10,0,6,14-35-14
44.3,Black,Pulses,12,4,34,28-28
61.48,Clayey,Paddy,13,0,36,10-26-26
46.4,Sandy,Sugarcane,38,0,0,17-17-17
47.6,Black,Barley,17,4,11,20-20
26.36,Red,Cotton,15,2,38,20-20
57.98,Clayey,Sugarcane,5,3,10,28-28
62.24,Sandy,Maize,7,0,36,Urea
37.31,Red,Barley,3,17,17,14-35-14
52.49,Loamy,Pulses,14,0,36,Urea
45.49,Black,Sugarcane,20,1,25,10-26-26
36.1,Sandy,Ground Nuts,32,3,1,10-26-26
68.24,Black,Sugarcane,12,0,37,Urea
49.66,Clayey,Cotton,11,10,17,14-35-14
37.65,Loamy,Sugarcane,18,2,44,DAP
63.99,Loamy,Pulses,13,10,10,14-35-14
30.74,Loamy,Cotton,23,4,22,10-26-26
38.68,Loamy,Tobacco,9,0,13,17-17-17
42.0,Red,Oil seeds,27,3,15,20-20
51.79,Clayey,Ground Nuts,12,2,11,20-20
50.14,Red,Cotton,20,4,22,10-26-26
42.85,Loamy,Wheat,18,11,10,DAP
57.59,Clayey,Ground Nuts,35,0,4,Urea
46.46,Sandy,Pulses,23,0,24,28-28
33.92,Clayey,Pulses,46,0,3,Urea
36.17,Loamy,Oil seeds,22,3,20,17-17-17
57.28,Loamy,Paddy,5,0,18,20-20
20.64,Red,Oil seeds,35,0,1,DAP
46.28,Clayey,Oil seeds,6,12,12,Urea
50.83,Sandy,Millets,31,0,0,28-28
70.0,Clayey,Millets,17,2,37,14-35-14
26.82,Black,Ground Nuts,14,0,13,DAP
44.31,Sandy,Wheat,21,4,26,28-28
34.21,Sandy,Pulses,15,0,37,17-17-17
66.11,Sandy,Sugarcane,8,0,9,17-17-17
51.96,Red,Paddy,16,0,37,10-26-26
54.11,Clayey,Oil seeds,14,0,14,10-26-26
37.68,Loamy,Tobacco,14,0,16,20-20
44.74,Red,Pulses,5,9,31,DAP
43.34,Clayey,Paddy,36,0,0,DAP
63.97,Sandy,Millets,35,4,1,DAP
61.27,Red,Paddy,6,3,38,14-35-14
35.67,Black,Sugarcane,12,3,41,Urea
48.96,Red,Barley,5,10,26,DAP
47.51,Clayey,Ground Nuts,14,18,8,14-35-14
29.09,Red,Oil seeds,13,1,43,14-35-14
50.43,Sandy,Barley,10,0,9,20-20
20.0,Black,Millets,14,0,10,14-35-14
47.07,Loamy,Paddy,9,0,37,Urea
58.67,Loamy,Tobacco,19,3,39,17-17-17
56.43,Loamy,Barley,38,4,0,14-35-14
40.22,Clayey,Maize,38,0,0,17-17-17
59.06,Clayey,Cotton,8,0,10,Urea
34.79,Sandy,Millets,19,14,6,17-17-17
49.24,Loamy,Tobacco,20,0,23,14-35-14
40.21,Black,Wheat,20,1,19,Urea
65.57,Clayey,Paddy,12,0,40,17-17-17
21.0,Clayey,Millets,40,0,1,20-20
25.0,Black,Oil seeds,35,0,0,17-17-17
63.08,Loamy,Cotton,35,0,0,DAP
32.21,Loamy,Wheat,4,12,30,DAP
43.59,Black,Pulses,7,6,29,14-35-14
69.92,Sandy,Millets,5,14,31,DAP
36.59,Black,Ground Nuts,8,10,15,14-35-14
20.0,Loamy,Millets,10,0,39,20-20
42.16,Red,Cotton,30,0,0,DAP
60.48,Black,Pulses,37,1,3,20-20
20.19,Sandy,Oil seeds,37,0,1,28-28
52.47,Red,Oil seeds,28,0,17,10-26-26
32.62,Black,Cotton,38,0,0,14-35-14
20.66,Loamy,Cotton,11,2,11,20-20
32.49,Loamy,Cotton,6,11,20,14-35-14
37.32,Red,Maize,27,0,19,14-35-14
43.37,Sandy,Maize,4,14,15,20-20
27.93,Loamy,Wheat,26,0,16,14-35-14
39.54,Black,Wheat,18,4,43,17-17-17
51.0,Red,Wheat,10,10,11,20-20
57.26,Red,Oil seeds,36,0,0,20-20
52.18,Clayey,Ground Nuts,21,4,20,14-35-14
36.09,Loamy,Paddy,40,3,0,14-35-14
50.76,Sandy,Pulses,5,13,26,14-35-14
42.23,Sandy,Sugarcane,20,1,25,20-20
35.62,Clayey,Maize,12,0,13,14-35-14
47.39,Loamy,Cotton,10,3,5,17-17-17
56.39,Black,Cotton,36,4,1,Urea
42.75,Clayey,Ground Nuts,18,1,11,DAP
70.0,Black,Ground Nuts,10,9,24,Urea
45.96,Black,Oil seeds,16,0,13,10-26-26
64.54,Black,Paddy,35,4,0,Urea
34.98,Loamy,Cotton,20,0,20,DAP
24.65,Sandy,Cotton,10,0,37,20-20
48.04,Black,Cotton,18,0,20,28-28
55.85,Sandy,Maize,10,6,27,DAP
63.35,Black,Millets,12,3,42,Urea
46.26,Clayey,Ground Nuts,18,0,23,17-17-17
67.69,Red,Ground Nuts,13,0,35,20-20
49.49,Red,Paddy,20,0,26,10-26-26
41.42,Loamy,Paddy,16,0,34,DAP
63.02,Clayey,Cotton,11,8,34,Urea
32.04,Sandy,Ground Nuts,3,7,27,DAP
61.19,Black,Ground Nuts,39,0,0,Urea
34.76,Sandy,Paddy,15,0,36,20-20
48.48,Loamy,Sugarcane,22,1,18,Urea
27.15,Clayey,Oil seeds,2,11,21,28-28
38.52,Red,Cotton,11,13,30,Urea
68.42,Loamy,Barley,14,0,13,DAP
36.1,Clayey,Oil seeds,21,1,25,14-35-14
32.44,Sandy,Sugarcane,40,3,4,10-26-26
35.23,Sandy,Wheat,19,2,18,Urea
33.33,Clayey,Wheat,24,0,13,20-20
20.0,Clayey,Wheat,16,0,41,28-28
25.72,Red,Barley,17,0,36,Urea
56.73,Red,Wheat,10,11,32,14-35-14
64.36,Sandy,Ground Nuts,13,8,10,DAP
41.49,Loamy,Ground Nuts,11,4,17,20-20
60.5,Sandy,Tobacco,12,0,14,17-17-17
34.65,Loamy,Wheat,4,7,27,28-28
37.04,Loamy,Ground Nuts,41,2,0,10-26-26
39.36,Red,Tobacco,12,0,14,Urea
20.08,Sandy,Maize,15,0,35,14-35-14
47.6,Loamy,Oil seeds,18,1,27,20-20
48.02,Sandy,Millets,20,0,20,17-17-17
60.62,Black,Paddy,9,6,32,10-26-26
43.88,Clayey,Wheat,21,0,21,DAP
55.48,Sandy,Tobacco,14,1,43,10-26-26
30.73,Clayey,Ground Nuts,7,0,17,10-26-26
33.03,Black,Wheat,6,0,32,Urea
46.64,Black,Ground Nuts,9,10,19,17-17-17
40.46,Black,Pulses,27,2,24,Urea
36.82,Black,Pulses,36,2,0,DAP
32.44,Sandy,Cotton,38,3,0,28-28
44.67,Clayey,Pulses,20,0,16,10-26-26
31.41,Clayey,Cotton,9,0,17,10-26-26
44.98,Black,Millets,31,0,0,17-17-17
33.38,Black,Maize,9,17,17,20-20
52.85,Loamy,Millets,5,23,25,Urea
23.46,Black,Wheat,37,2,0,Urea
49.59,Black,Cotton,11,20,17,DAP
48.47,Loamy,Tobacco,5,0,14,DAP
32.93,Clayey,Maize,14,0,41,10-26-26
45.47,Red,Cotton,25,4,19,10-26-26
24.31,Red,Millets,46,3,0,20-20
60.49,Black,Oil seeds,8,11,11,17-17-17
45.94,Red,Paddy,4,7,30,20-20
52.01,Black,Sugarcane,11,0,8,14-35-14
29.83,Clayey,Pulses,9,17,19,28-28
45.3,Red,Oil seeds,8,20,14,10-26-26
31.57,Red,Wheat,18,2,34,Urea
57.23,Red,Paddy,34,0,1,17-17-17
40.47,Sandy,Sugarcane,6,18,18,DAP
42.96,Loamy,Wheat,42,0,0,28-28
63.68,Clayey,Pulses,6,14,29,10-26-26
43.13,Clayey,Barley,11,0,12,14-35-14
24.07,Black,Sugarcane,4,6,28,17-17-17
35.02,Loamy,Oil seeds,9,22,11,28-28
48.29,Red,Oil seeds,37,0,0,28-28
42.17,Clayey,Maize,14,0,41,28-28
37.06,Black,Pulses,27,0,18,14-35-14
34.48,Loamy,Ground Nuts,23,2,18,DAP
49.78,Sandy,Millets,11,2,8,14-35-14
39.09,Red,Sugarcane,40,0,1,20-20
40.94,Red,Pulses,21,0,24,DAP
36.49,Black,Cotton,12,2,28,DAP
24.51,Clayey,Ground Nuts,7,10,25,20-20
28.87,Black,Tobacco,27,3,18,10-26-26
26.65,Sandy,Tobacco,17,4,32,14-35-14
36.81,Red,Maize,33,1,0,DAP
31.22,Sandy,Cotton,13,0,40,Urea
37.4,Sandy,Cotton,27,4,15,DAP
40.13,Sandy,Paddy,11,0,36,DAP
56.62,Sandy,Barley,14,14,19,10-26-26
54.3,Red,Cotton,7,6,30,14-35-14
38.47,Clayey,Tobacco,40,1,0,10-26-26
51.42,Loamy,Millets,6,21,14,DAP
36.79,Red,Sugarcane,14,0,35,20-20
42.56,Black,Millets,8,17,16,20-20
33.69,Red,Pulses,6,15,18,DAP
31.42,Black,Sugarcane,39,0,4,10-26-26
61.2,Loamy,Millets,23,0,22,17-17-17
34.34,Red,Pulses,11,0,17,28-28
46.01,Black,Barley,9,13,17,Urea
36.07,Red,Sugarcane,44,0,4,10-26-26
69.23,Sandy,Maize,16,0,34,20-20
41.0,Red,Sugarcane,25,4,23,20-20
47.52,Clayey,Paddy,8,13,14,14-35-14
40.08,Loamy,Cotton,12,16,11,DAP
70.0,Clayey,Tobacco,18,4,30,20-20
42.0,Clayey,Wheat,15,0,37,28-28
45.73,Clayey,Sugarcane,38,0,2,DAP
30.38,Clayey,Maize,14,0,34,17-17-17
24.71,Sandy,Barley,25,1,19,Urea
42.57,Black,Tobacco,23,0,18,10-26-26
29.26,Red,Ground Nuts,17,3,44,Urea
34.01,Sandy,Wheat,11,4,9,20-20
33.56,Sandy,Wheat,18,0,42,Urea
63.27,Sandy,Sugarcane,36,0,0,17-17-17
40.69,Loamy,Cotton,22,0,25,14-35-14
53.12,Clayey,Sugarcane,5,6,23,28-28
27.69,Sandy,Sugarcane,39,0,3,28-28
27.64,Black,Cotton,3,16,21,Urea
36.42,Clayey,Cotton,28,3,21,20-20
41.72,Sandy,Wheat,38,0,0,17-17-17
28.81,Sandy,Maize,12,1,15,28-28
33.49,Red,Ground Nuts,9,0,36,Urea
35.64,Loamy,Cotton,13,0,12,28-28
56.38,Sandy,Millets,18,4,40,17-17-17
67.98,Clayey,Cotton,15,13,19,28-28
31.33,Sandy,Barley,34,0,4,Urea
49.96,Clayey,Tobacco,13,2,36,Urea
23.03,Red,Millets,8,20,12,Urea
51.72,Black,Sugarcane,5,6,29,10-26-26
31.31,Loamy,Tobacco,13,4,37,14-35-14
37.78,Clayey,Oil seeds,9,18,13,DAP
37.86,Sandy,Maize,28,0,22,17-17-17
50.65,Sandy,Wheat,25,0,14,28-28
60.29,Sandy,Cotton,14,0,4,DAP
44.16,Sandy,Paddy,16,18,15,10-26-26
54.64,Black,Paddy,14,1,39,10-26-26
44.94,Clayey,Wheat,36,0,0,17-17-17
48.3,Black,Tobacco,9,14,17,17-17-17
37.2,Sandy,Tobacco,8,9,34,14-35-14
39.65,Sandy,Pulses,15,21,11,20-20
36.73,Loamy,Millets,9,0,5,20-20
24.8,Red,Sugarcane,11,14,16,10-26-26
39.97,Loamy,Sugarcane,4,18,16,17-17-17
28.17,Red,Ground Nuts,7,6,27,Urea
48.03,Black,Pulses,18,0,21,Urea
25.34,Loamy,Millets,38,0,0,10-26-26
36.57,Black,Cotton,26,4,26,10-26-26
25.49,Black,Wheat,9,0,37,10-26-26
44.68,Black,Sugarcane,6,2,14,14-35-14
49.74,Clayey,Pulses,22,1,20,28-28
32.88,Loamy,Paddy,6,10,27,28-28
42.19,Red,Wheat,40,4,1,10-26-26
20.1,Black,Wheat,8,6,27,10-26-26
36.8,Loamy,Ground Nuts,34,4,0,28-28
46.57,Sandy,Wheat,14,0,9,20-20
40.7,Loamy,Oil seeds,15,0,34,Urea
43.26,Red,Oil seeds,37,0,3,Urea
36.3,Clayey,Ground Nuts,32,0,2,Urea
28.22,Sandy,Sugarcane,7,3,9,Urea
36.45,Loamy,Paddy,12,0,11,10-26-26
52.03,Red,Millets,3,7,32,17-17-17
64.74,Black,Pulses,13,4,31,14-35-14
31.01,Red,Wheat,12,0,40,14-35-14
56.59,Loamy,Oil seeds,14,4,11,10-26-26
56.23,Loamy,Tobacco,12,11,26,14-35-14
35.57,Red,Tobacco,35,0,0,DAP
39.33,Sandy,Oil seeds,25,0,23,20-20
33.81,Sandy,Sugarcane,15,0,45,Urea
38.99,Red,Tobacco,7,12,19,17-17-17
42.41,Clayey,Wheat,16,0,14,14-35-14
65.59,Red,Oil seeds,11,0,9,Urea
59.15,Clayey,Paddy,8,11,28,Urea
50.1,Sandy,Paddy,9,3,38,DAP
26.75,Black,Paddy,4,20,24,10-26-26
38.7,Clayey,Cotton,14,2,31,28-28
32.88,Loamy,Paddy,7,0,36,DAP
38.3,Black,Pulses,33,4,3,28-28
35.41,Sandy,Pulses,9,2,36,DAP
50.29,Clayey,Pulses,18,0,19,20-20
51.55,Red,Wheat,24,0,14,14-35-14
58.47,Sandy,Tobacco,18,0,42,14-35-14
31.62,Red,Wheat,35,0,0,Urea
62.86,Loamy,Paddy,13,7,26,Urea
23.79,Loamy,Paddy,8,1,11,10-26-26
60.12,Loamy,Oil seeds,4,10,29,14-35-14
37.84,Black,Ground Nuts,30,1,2,10-26-26
43.77,Black,Ground Nuts,20,3,22,DAP
63.84,Clayey,Maize,12,10,33,10-26-26
45.11,Loamy,Cotton,15,14,14,28-28
30.17,Sandy,Paddy,35,0,0,Urea
39.69,Clayey,Pulses,6,1,5,20-20
62.69,Clayey,Paddy,11,3,12,Urea
29.03,Loamy,Ground Nuts,8,19,17,14-35-14
36.58,Loamy,Millets,41,0,2,10-26-26
50.94,Clayey,Ground Nuts,11,9,15,10-26-26
54.67,Red,Tobacco,6,2,5,DAP
38.09,Red,Oil seeds,7,4,24,DAP
24.95,Loamy,Millets,18,0,22,10-26-26
39.93,Sandy,Barley,22,0,20,28-28
61.83,Sandy,Sugarcane,20,2,22,Urea
37.38,Clayey,Wheat,5,8,27,20-20
36.82,Black,Tobacco,14,4,8,DAP
48.58,Red,Maize,20,1,23,10-26-26
53.8,Loamy,Barley,11,9,32,Urea
47.42,Clayey,Millets,22,0,25,Urea
53.75,Loamy,Millets,27,4,22,10-26-26
54.28,Black,Oil seeds,15,3,12,28-28
27.77,Clayey,Pulses,13,3,37,DAP
42.47,Red,Barley,41,0,0,DAP
47.62,Red,Maize,44,0,4,10-26-26
30.93,Red,Maize,36,2,0,DAP
58.36,Clayey,Tobacco,40,0,1,10-26-26
46.54,Black,Sugarcane,24,0,25,28-28
64.58,Black,Millets,20,0,20,20-20
34.2,Red,Ground Nuts,19,13,15,DAP
38.58,Sandy,Sugarcane,17,0,40,Urea
56.76,Black,Wheat,8,0,41,14-35-14
22.3,Black,Tobacco,16,1,43,17-17-17
58.3,Clayey,Paddy,7,0,14,17-17-17
32.58,Sandy,Barley,12,0,14,Urea
41.71,Loamy,Paddy,12,4,12,Urea
34.97,Sandy,Sugarcane,3,19,13,17-17-17
37.97,Loamy,Sugarcane,25,0,26,10-26-26
57.57,Red,Tobacco,12,1,5,14-35-14
31.51,Sandy,Oil seeds,22,0,19,20-20
69.61,Loamy,Paddy,24,3,15,10-26-26
24.3,Clayey,Pulses,8,11,29,DAP
61.02,Black,Wheat,10,0,39,20-20
44.56,Sandy,Wheat,8,12,20,20-20
43.85,Black,Barley,12,5,27,10-26-26
68.74,Loamy,Tobacco,6,9,33,20-20
64.04,Black,Maize,33,4,0,17-17-17
27.24,Black,Cotton,12,0,36,Urea
34.58,Black,Oil seeds,46,3,0,17-17-17
38.15,Sandy,Oil seeds,22,0,22,DAP
28.01,Red,Oil seeds,10,0,34,28-28
48.92,Red,Wheat,12,12,24,20-20
30.58,Clayey,Sugarcane,9,15,22,28-28
41.39,Clayey,Pulses,26,3,19,DAP
53.21,Black,Ground Nuts,8,8,34,28-28
46.16,Sandy,Pulses,1,23,15,28-28
70.0,Clayey,Cotton,40,0,0,Urea
61.06,Black,Sugarcane,18,1,36,28-28
70.0,Black,Cotton,18,0,39,28-28
39.93,Red,Sugarcane,11,8,31,17-17-17
29.46,Loamy,Maize,38,0,3,14-35-14
57.79,Loamy,Tobacco,9,10,32,Urea
56.53,Black,Maize,35,0,0,20-20
53.03,Loamy,Cotton,14,0,39,Urea
42.74,Sandy,Pulses,6,0,30,10-26-26
36.11,Sandy,Barley,10,0,35,28-28
42.1,Clayey,Oil seeds,41,3,0,10-26-26
34.74,Red,Maize,35,0,3,Urea
24.88,Loamy,Barley,9,18,16,Urea
56.78,Red,Ground Nuts,5,6,24,20-20
31.84,Sandy,Pulses,14,10,15,28-28
29.54,Clayey,Pulses,6,7,29,17-17-17
32.4,Sandy,Wheat,7,3,32,Urea
31.48,Red,Pulses,39,0,2,17-17-17
54.24,Sandy,Cotton,8,7,26,14-35-14
50.32,Clayey,Tobacco,44,0,0,DAP
43.41,Clayey,Maize,10,0,11,20-20
46.59,Red,Wheat,14,11,33,Urea
70.0,Clayey,Millets,31,3,3,14-35-14
37.18,Black,Paddy,25,2,23,Urea
43.09,Sandy,Ground Nuts,10,12,14,14-35-14
65.36,Loamy,Maize,5,8,28,28-28
61.13,Sandy,Wheat,12,3,5,14-35-14
24.64,Sandy,Cotton,17,0,16,Urea
40.12,Sandy,Paddy,41,0,0,28-28
52.74,Loamy,Paddy,12,12,12,28-28
68.83,Black,Millets,42,0,0,Urea
48.13,Loamy,Paddy,6,2,9,28-28
48.37,Red,Wheat,11,8,31,17-17-17
31.79,Black,Maize,24,0,27,DAP
50.57,Red,Maize,10,12,29,20-20
51.07,Red,Pulses,11,1,39,17-17-17
64.58,Clayey,Millets,6,2,34,10-26-26
24.92,Sandy,Ground Nuts,7,4,36,17-17-17
33.04,Red,Pulses,9,3,41,17-17-17
39.25,Black,Tobacco,37,0,0,14-35-14
47.88,Loamy,Barley,25,0,22,17-17-17
33.89,Red,Wheat,36,2,0,10-26-26
55.88,Loamy,Wheat,8,11,13,20-20
58.14,Loamy,Sugarcane,8,10,10,20-20
59.83,Black,Oil seeds,37,0,0,28-28
40.41,Clayey,Barley,17,0,20,10-26-26
34.73,Red,Ground Nuts,33,0,1,10-26-26
54.12,Black,Millets,12,4,14,17-17-17
46.07,Red,Pulses,45,0,0,Urea
49.74,Loamy,Paddy,25,0,18,20-20
44.57,Loamy,Ground Nuts,43,2,0,10-26-26
26.84,Black,Tobacco,10,10,30,28-28
61.97,Clayey,Wheat,34,0,0,10-26-26
28.19,Loamy,Cotton,11,0,38,28-28
70.0,Loamy,Maize,20,0,19,20-20
43.85,Loamy,Sugarcane,18,1,15,20-20
50.47,Red,Oil seeds,19,2,18,28-28
37.23,Loamy,Wheat,11,0,14,20-20
41.27,Red,Tobacco,8,5,27,14-35-14
37.41,Red,Barley,44,0,0,Urea
41.48,Clayey,Wheat,37,0,0,DAP
49.59,Black,Ground Nuts,1,19,22,14-35-14
47.24,Loamy,Oil seeds,25,3,18,DAP
61.02,Sandy,Wheat,36,1,0,14-35-14
44.88,Clayey,Ground Nuts,36,0,0,14-35-14
55.55,Clayey,Sugarcane,21,0,16,28-28
49.75,Sandy,Paddy,9,0,32,Urea
32.24,Black,Paddy,7,0,13,17-17-17
51.58,Loamy,Sugarcane,40,0,0,20-20
28.02,Loamy,Cotton,1,20,20,DAP
34.71,Sandy,Ground Nuts,6,3,29,20-20
34.08,Black,Millets,16,0,38,20-20
62.25,Black,Ground Nuts,26,3,24,10-26-26
60.2,Black,Tobacco,5,3,32,14-35-14
30.23,Sandy,Paddy,21,1,18,10-26-26
57.9,Black,Barley,14,0,37,DAP
59.85,Sandy,Tobacco,13,2,9,10-26-26
36.61,Red,Millets,10,11,28,10-26-26
43.61,Loamy,Cotton,27,0,17,Urea
